#iter iter*batch time loss_G_GAN loss_G_L1 loss_D_real loss_D_fake
563 2252 468.143 0.694 1.800 0.709 0.609
564 2256 469.077 0.878 1.846 0.521 0.710
565 2260 470.114 1.035 1.869 0.510 0.635
566 2264 471.546 0.803 1.955 0.699 0.574
567 2268 472.704 1.102 2.176 0.655 0.813
568 2272 473.361 0.561 1.977 1.019 0.443
569 2276 474.063 0.886 1.794 0.490 0.903
570 2280 474.745 0.762 1.795 0.733 0.570
571 2284 475.237 0.851 1.853 0.556 0.740
572 2288 475.899 0.843 1.914 0.651 0.652
573 2292 476.628 0.799 1.831 0.691 0.659
574 2296 477.676 0.857 1.892 0.683 0.705
575 2300 478.680 1.171 2.281 0.671 0.854
576 2304 479.477 0.614 2.215 0.984 0.385
577 2308 480.509 0.847 1.832 0.418 0.860
578 2312 481.391 0.978 1.927 0.610 0.741
579 2316 481.928 0.732 1.922 0.852 0.628
580 2320 482.563 0.689 1.998 0.762 0.731
581 2324 483.243 0.794 1.950 0.691 0.703
582 2328 483.808 0.724 1.794 0.723 0.637
583 2332 484.307 1.035 2.018 0.555 0.797
584 2336 484.816 0.751 1.988 0.813 0.502
585 2340 485.971 0.733 1.820 0.635 0.694
586 2344 486.980 0.953 1.796 0.562 0.700
587 2348 488.103 0.826 1.829 0.731 0.585
588 2352 489.423 0.763 1.809 0.635 0.690
589 2356 490.541 1.003 1.957 0.610 0.892
590 2360 491.408 0.774 2.082 0.983 0.558
591 2364 492.167 0.565 1.759 0.801 0.575
592 2368 492.803 0.906 1.773 0.479 0.911
593 2372 493.342 0.835 1.641 0.736 0.564
594 2376 493.881 0.847 1.839 0.586 0.665
595 2380 494.417 0.856 1.814 0.606 0.645
596 2384 494.873 0.859 1.783 0.610 0.639
597 2388 495.415 0.937 2.001 0.565 0.675
598 2392 495.939 0.818 1.986 0.777 0.633
599 2396 496.603 0.658 1.839 0.762 0.612
600 2400 497.084 1.027 1.922 0.544 0.878
601 2404 498.028 0.752 1.878 0.908 0.488
602 2408 499.077 0.712 1.819 0.598 0.667
603 2412 500.105 0.927 1.799 0.515 0.726
604 2416 500.876 0.821 1.849 0.734 0.603
605 2420 501.632 0.919 2.025 0.617 0.702
606 2424 502.510 0.769 1.945 0.703 0.557
607 2428 503.215 0.798 1.978 0.596 0.675
608 2432 503.979 0.843 1.999 0.657 0.689
609 2436 504.599 0.686 1.890 0.727 0.601
610 2440 505.421 0.914 1.862 0.546 0.793
611 2444 506.032 0.794 1.805 0.770 0.573
612 2448 506.681 0.866 1.899 0.607 0.718
613 2452 507.819 0.817 1.976 0.661 0.712
614 2456 508.663 0.918 1.938 0.713 0.752
615 2460 509.552 0.783 1.925 0.728 0.603
616 2464 510.483 0.884 1.946 0.634 0.727
617 2468 511.791 0.717 2.023 0.803 0.591
618 2472 512.953 0.776 2.000 0.600 0.690
619 2476 513.855 0.777 1.946 0.646 0.674
620 2480 514.646 0.862 1.900 0.596 0.663
621 2484 515.278 0.785 1.840 0.657 0.633
622 2488 515.833 1.001 1.995 0.577 0.757
623 2492 516.821 0.741 2.074 0.784 0.550
624 2496 517.782 0.990 1.959 0.594 0.769
625 2500 518.938 0.615 2.001 0.876 0.549
626 2504 519.481 0.871 1.901 0.599 0.801
627 2508 519.992 0.771 1.848 0.748 0.536
628 2512 520.596 0.759 1.708 0.607 0.688
629 2516 521.259 0.906 1.936 0.539 0.766
630 2520 521.992 0.851 1.863 0.639 0.616
631 2524 522.810 0.966 1.850 0.615 0.809
632 2528 523.692 0.743 2.169 0.866 0.585
633 2532 524.547 0.802 2.314 0.750 0.716
634 2536 525.252 0.755 1.992 0.715 0.603
635 2540 526.007 0.850 1.938 0.585 0.651
636 2544 527.043 0.851 1.952 0.575 0.597
637 2548 528.170 0.802 1.943 0.617 0.652
638 2552 529.337 0.896 2.054 0.598 0.735
639 2556 530.075 0.827 1.987 0.708 0.622
640 2560 531.104 0.882 2.083 0.696 0.688
641 2564 531.967 0.604 1.829 0.810 0.560
642 2568 532.799 1.035 1.944 0.511 0.876
643 2572 533.597 0.655 1.909 0.863 0.515
644 2576 534.345 1.258 2.080 0.514 1.059
645 2580 535.097 0.804 1.978 1.122 0.403
646 2584 535.737 0.626 1.927 0.611 0.686
647 2588 536.351 0.934 1.805 0.476 0.817
648 2592 537.064 0.892 1.725 0.701 0.629
649 2596 537.931 0.737 1.955 0.737 0.634
650 2600 539.125 0.912 1.877 0.592 0.827
651 2604 539.896 0.777 1.938 0.765 0.566
652 2608 540.968 0.685 2.035 0.708 0.656
653 2612 542.126 1.010 2.046 0.556 0.832
654 2616 542.954 0.696 1.806 0.949 0.440
655 2620 543.940 0.700 1.838 0.574 0.669
656 2624 544.819 0.936 1.667 0.515 0.701
657 2628 545.571 0.863 1.752 0.591 0.586
658 2632 546.231 0.825 1.875 0.569 0.649
659 2636 546.888 0.950 1.901 0.603 0.734
660 2640 547.414 0.743 1.975 0.723 0.548
661 2644 548.125 0.836 1.845 0.648 0.752
662 2648 548.910 0.782 1.930 0.776 0.630
663 2652 549.429 0.729 1.830 0.699 0.610
664 2656 550.123 0.865 1.866 0.581 0.697
665 2660 550.757 0.717 1.762 0.711 0.605
666 2664 551.318 0.820 1.829 0.620 0.740
667 2668 551.801 0.874 1.845 0.587 0.638
668 2672 552.835 0.839 1.999 0.603 0.624
669 2676 553.881 0.936 1.947 0.572 0.700
670 2680 554.982 0.744 1.934 0.793 0.649
671 2684 555.968 0.771 2.007 0.765 0.731
672 2688 557.029 0.834 2.124 0.734 0.679
673 2692 558.099 0.748 2.097 0.749 0.627
674 2696 558.627 0.829 1.980 0.646 0.765
675 2700 559.165 0.727 2.092 0.734 0.602
676 2704 559.635 0.821 1.897 0.510 0.691
677 2708 560.121 0.921 1.845 0.570 0.713
678 2712 560.622 0.755 1.847 0.720 0.596
679 2716 561.131 1.032 1.856 0.621 0.780
680 2720 562.004 0.769 2.001 0.901 0.626
681 2724 562.849 0.742 2.009 0.721 0.670
682 2728 563.765 0.833 1.834 0.649 0.749
683 2732 564.905 0.723 2.014 0.727 0.599
684 2736 565.844 0.819 1.960 0.579 0.710
685 2740 566.751 0.873 1.867 0.676 0.685
686 2744 567.638 0.685 1.850 0.778 0.551
687 2748 568.431 0.834 1.793 0.545 0.695
688 2752 569.086 0.803 1.843 0.614 0.622
689 2756 569.594 0.892 2.027 0.556 0.664
690 2760 570.248 0.746 2.007 0.737 0.619
691 2764 570.941 0.905 1.969 0.545 0.702
692 2768 571.642 0.821 1.915 0.781 0.672
693 2772 572.260 0.748 1.988 0.743 0.631
694 2776 572.790 0.929 2.052 0.571 0.760
695 2780 573.312 0.675 2.053 0.839 0.615
696 2784 573.803 0.796 1.936 0.645 0.733
697 2788 574.247 0.772 2.035 0.693 0.635
698 2792 574.959 0.780 1.994 0.619 0.638
699 2796 575.666 0.845 1.850 0.604 0.690
700 2800 576.348 0.960 1.959 0.594 0.700
701 2804 577.084 0.810 1.985 0.806 0.607
702 2808 578.056 0.749 1.953 0.701 0.643
703 2812 579.288 0.869 1.859 0.568 0.707
704 2816 580.288 0.803 1.877 0.674 0.656
705 2820 581.263 0.813 1.987 0.688 0.724
706 2824 582.030 0.804 1.944 0.766 0.697
707 2828 582.988 0.709 2.040 0.724 0.653
708 2832 583.509 0.991 2.031 0.628 0.817
709 2836 584.024 0.683 1.973 0.847 0.492
710 2840 584.748 0.813 1.781 0.534 0.702
711 2844 585.460 0.944 1.856 0.555 0.716
712 2848 586.335 0.842 1.886 0.643 0.621
713 2852 587.460 0.807 1.975 0.700 0.655
714 2856 588.700 0.858 1.951 0.713 0.758
715 2860 589.328 0.736 2.023 0.751 0.639
716 2864 589.931 0.720 2.071 0.704 0.655
717 2868 590.576 0.882 1.862 0.654 0.807
718 2872 591.242 0.732 2.023 0.832 0.594
719 2876 591.827 0.776 1.848 0.613 0.688
720 2880 592.420 0.926 1.947 0.577 0.720
721 2884 593.082 0.761 1.943 0.770 0.584
722 2888 593.835 0.838 1.857 0.646 0.733
723 2892 594.663 0.832 2.059 0.661 0.656
724 2896 595.646 0.861 1.932 0.681 0.708
725 2900 596.598 0.925 2.058 0.733 0.733
726 2904 597.743 0.802 2.073 0.677 0.575
727 2908 598.794 1.055 2.049 0.540 0.801
728 2912 599.520 0.715 1.882 0.803 0.517
729 2916 600.055 0.928 1.839 0.577 0.813
730 2920 600.574 0.743 1.961 0.808 0.620
731 2924 601.121 0.836 1.895 0.662 0.741
732 2928 601.738 0.775 2.013 0.733 0.624
733 2932 602.272 0.865 2.016 0.621 0.692
734 2936 603.106 0.703 1.951 0.751 0.584
735 2940 604.439 0.878 1.915 0.545 0.705
736 2944 605.571 0.803 1.817 0.683 0.588
737 2948 606.520 0.825 1.786 0.628 0.667
738 2952 607.299 0.868 2.016 0.602 0.683
739 2956 608.481 0.816 1.943 0.769 0.645
740 2960 609.484 0.984 2.070 0.745 0.829
741 2964 610.437 0.612 2.016 0.850 0.511
742 2968 611.190 1.020 2.036 0.479 0.887
743 2972 611.929 0.822 1.867 0.858 0.503
744 2976 612.522 0.685 1.741 0.636 0.578
745 2980 613.132 0.947 1.842 0.395 0.861
746 2984 613.909 0.875 1.776 0.644 0.604
747 2988 614.456 0.892 1.889 0.640 0.656
748 2992 615.274 0.895 2.004 0.594 0.654
749 2996 616.075 0.864 2.113 0.697 0.700
750 3000 616.831 0.838 2.151 0.761 0.679
751 3004 617.657 0.741 2.000 0.848 0.642
752 3008 618.837 0.679 1.818 0.752 0.664
753 3012 620.070 0.810 1.816 0.588 0.714
754 3016 621.422 0.759 1.730 0.700 0.593
755 3020 622.630 0.837 1.789 0.563 0.661
756 3024 623.886 0.892 1.851 0.573 0.630
757 3028 624.486 0.889 1.806 0.603 0.623
758 3032 625.003 0.804 1.831 0.679 0.672
759 3036 625.442 0.973 2.002 0.575 0.711
760 3040 626.334 0.748 2.152 0.794 0.563
761 3044 627.504 0.706 1.989 0.716 0.721
762 3048 628.406 0.744 1.949 0.664 0.724
763 3052 629.422 0.751 1.863 0.700 0.714
764 3056 630.054 0.917 1.949 0.686 0.756
765 3060 630.586 0.611 1.857 0.788 0.554
766 3064 631.120 1.247 1.957 0.488 1.009
767 3068 631.909 0.638 2.064 0.979 0.414
768 3072 632.539 0.892 2.016 0.493 0.888
769 3076 633.370 0.777 1.784 0.835 0.539
770 3080 634.080 0.829 2.068 0.537 0.659
771 3084 635.147 0.950 1.954 0.610 0.757
772 3088 636.117 0.771 1.936 0.878 0.607
773 3092 637.794 0.747 2.081 0.745 0.691
774 3096 638.687 0.714 1.866 0.663 0.611
775 3100 639.573 0.827 1.954 0.550 0.707
776 3104 640.275 0.849 1.803 0.631 0.607
777 3108 640.934 0.835 1.984 0.555 0.638
778 3112 641.494 0.926 1.843 0.623 0.719
779 3116 642.039 0.796 1.911 0.736 0.607
780 3120 642.554 0.855 1.998 0.708 0.706
781 3124 643.127 0.759 2.132 0.667 0.639
782 3128 643.629 0.868 1.949 0.632 0.687
783 3132 644.558 0.679 1.836 0.754 0.598
784 3136 645.657 0.927 1.987 0.509 0.769
785 3140 646.620 0.877 1.996 0.661 0.628
786 3144 647.554 1.044 1.977 0.630 0.779
787 3148 648.668 0.516 2.073 0.940 0.456
788 3152 649.649 1.149 1.998 0.459 1.038
789 3156 650.514 0.690 1.913 1.045 0.417
790 3160 651.266 0.685 1.736 0.636 0.760
791 3164 652.069 0.888 1.680 0.587 0.770
792 3168 652.663 0.822 1.923 0.746 0.656
793 3172 653.254 0.722 1.822 0.672 0.619
794 3176 653.909 0.829 1.823 0.573 0.745
795 3180 654.450 0.966 1.991 0.666 0.715
796 3184 655.437 0.654 1.783 0.874 0.501
797 3188 657.023 0.868 1.884 0.526 0.796
798 3192 659.127 0.842 1.970 0.676 0.646
799 3196 659.954 0.727 1.890 0.704 0.585
800 3200 660.600 1.027 1.960 0.561 0.771
801 3204 661.092 0.696 1.890 0.861 0.497
802 3208 661.913 0.707 1.886 0.593 0.726
803 3212 662.958 0.985 1.920 0.568 0.785
804 3216 664.066 0.762 2.000 0.774 0.505
805 3220 665.182 0.762 1.841 0.558 0.692
806 3224 666.218 0.908 1.926 0.661 0.750
807 3228 667.169 0.666 1.838 0.832 0.561
808 3232 667.990 0.789 1.828 0.535 0.704
809 3236 668.863 0.982 1.952 0.526 0.760
810 3240 669.831 0.748 1.941 0.729 0.568
811 3244 670.533 1.126 2.308 0.600 0.945
812 3248 671.297 0.562 2.029 1.211 0.391
813 3252 672.252 0.674 1.947 0.535 0.849
814 3256 673.098 0.844 1.828 0.603 0.714
815 3260 673.987 0.806 1.702 0.689 0.602
816 3264 675.107 0.764 1.715 0.650 0.645
817 3268 676.094 0.817 1.778 0.606 0.703
818 3272 676.777 0.922 1.926 0.614 0.717
819 3276 677.400 0.717 1.994 0.795 0.578
820 3280 678.182 0.966 2.180 0.588 0.747
821 3284 679.021 0.658 2.062 0.877 0.494
822 3288 679.860 0.807 2.085 0.512 0.743
823 3292 680.689 0.868 1.832 0.677 0.703
824 3296 681.470 0.753 1.920 0.753 0.626
825 3300 682.081 0.779 1.993 0.646 0.703
826 3304 682.727 0.761 1.888 0.641 0.666
827 3308 683.361 0.830 1.914 0.590 0.715
828 3312 684.218 0.790 1.778 0.665 0.653
829 3316 685.359 0.988 1.963 0.661 0.721
830 3320 686.527 0.641 2.046 0.744 0.560
831 3324 687.359 1.330 2.052 0.468 0.951
832 3328 687.992 0.680 1.964 1.108 0.342
833 3332 688.903 0.600 1.914 0.601 0.767
834 3336 689.586 1.026 2.154 0.450 0.875
835 3340 690.575 0.783 1.927 0.821 0.506
836 3344 691.300 0.787 1.917 0.685 0.776
837 3348 692.345 0.779 1.932 0.779 0.630
838 3352 693.523 0.720 1.872 0.711 0.639
839 3356 694.457 0.739 1.888 0.647 0.686
840 3360 695.501 0.774 1.806 0.613 0.652
841 3364 696.272 0.809 1.907 0.585 0.652
842 3368 696.989 0.810 1.890 0.634 0.648
843 3372 697.764 0.784 1.791 0.657 0.657
844 3376 698.747 0.833 1.975 0.671 0.688
845 3380 699.522 0.705 1.907 0.717 0.577
846 3384 700.317 0.887 1.920 0.548 0.803
847 3388 701.016 0.728 1.903 0.786 0.551
848 3392 701.477 0.750 1.952 0.603 0.677
849 3396 701.922 0.887 1.833 0.613 0.742
850 3400 702.410 0.786 1.927 0.825 0.608
851 3404 702.968 0.680 1.893 0.671 0.600
852 3408 703.443 0.768 1.833 0.587 0.705
853 3412 703.974 0.891 1.866 0.528 0.691
854 3416 704.518 0.743 1.751 0.711 0.594
855 3420 704.963 0.968 1.845 0.548 0.756
856 3424 705.612 0.831 1.864 0.859 0.650
857 3428 706.416 0.726 2.207 0.696 0.622
858 3432 707.288 0.904 2.163 0.634 0.794
859 3436 708.222 0.722 2.018 0.811 0.601
860 3440 709.571 0.690 1.864 0.688 0.671
861 3444 710.420 0.724 1.783 0.618 0.654
862 3448 711.502 0.896 1.770 0.568 0.784
863 3452 712.413 0.795 1.985 0.674 0.594
864 3456 713.241 1.021 1.991 0.561 0.690
865 3460 714.036 0.732 1.982 0.855 0.569
866 3464 714.679 0.920 1.897 0.611 0.791
867 3468 715.211 0.793 2.056 0.792 0.566
868 3472 715.718 0.691 1.843 0.692 0.615
869 3476 716.444 0.919 1.882 0.483 0.768
870 3480 717.018 0.753 1.989 0.599 0.567
871 3484 717.976 1.439 1.745 0.462 1.030
872 3488 719.399 0.723 2.072 1.351 0.349
873 3492 720.725 0.623 1.859 0.600 0.694
874 3496 721.491 0.925 2.078 0.481 0.856
875 3500 722.102 0.886 2.001 0.717 0.630
876 3504 723.177 0.660 1.803 0.838 0.594
877 3508 724.304 0.840 1.904 0.586 0.795
878 3512 725.370 0.810 2.003 0.736 0.635
879 3516 726.254 0.765 2.006 0.660 0.617
880 3520 726.874 0.877 2.032 0.587 0.745
881 3524 727.639 0.783 1.923 0.749 0.589
882 3528 728.761 0.782 1.943 0.663 0.704
883 3532 729.731 0.789 1.841 0.688 0.663
884 3536 731.192 0.755 1.899 0.694 0.656
885 3540 732.165 0.740 1.801 0.700 0.651
886 3544 732.843 0.852 1.888 0.574 0.689
887 3548 733.589 0.713 1.671 0.676 0.583
888 3552 734.558 1.003 1.891 0.513 0.794
889 3556 735.302 0.766 1.871 0.814 0.533
890 3560 735.950 0.764 1.861 0.641 0.711
891 3564 736.536 0.817 1.910 0.646 0.671
892 3568 737.021 0.772 1.908 0.742 0.650
893 3572 737.848 0.856 2.148 0.597 0.728
894 3576 738.864 0.845 2.144 0.755 0.716
895 3580 739.418 0.736 1.949 0.784 0.641
896 3584 740.492 0.789 1.986 0.681 0.665
897 3588 741.814 0.799 1.933 0.646 0.625
898 3592 743.006 0.943 1.903 0.550 0.652
899 3596 744.287 0.781 1.895 0.594 0.602
900 3600 745.188 1.022 1.885 0.583 0.853
901 3604 746.020 0.652 1.840 0.874 0.516
902 3608 746.694 0.906 1.974 0.561 0.856
903 3612 747.409 0.732 2.108 0.760 0.606
904 3616 748.470 0.776 1.996 0.672 0.743
905 3620 749.886 1.119 2.049 0.579 0.820
906 3624 750.836 0.614 2.018 0.928 0.465
907 3628 751.367 0.971 2.029 0.548 0.822
908 3632 752.093 0.749 1.821 0.865 0.571
909 3636 753.133 0.803 1.935 0.660 0.721
910 3640 754.121 0.805 1.908 0.649 0.649
911 3644 754.928 0.795 1.978 0.701 0.672
912 3648 755.724 0.821 2.261 0.650 0.681
913 3652 756.557 0.866 2.057 0.589 0.651
914 3656 757.343 0.785 2.129 0.618 0.622
915 3660 758.611 1.135 2.065 0.521 0.779
916 3664 759.474 0.655 1.870 1.003 0.493
917 3668 760.044 1.076 2.250 0.497 0.954
918 3672 760.963 0.758 2.012 0.943 0.468
919 3676 762.092 0.690 1.772 0.544 0.656
920 3680 763.075 1.221 2.115 0.447 1.095
921 3684 763.814 0.741 1.978 1.033 0.411
922 3688 764.583 0.587 2.075 0.711 0.752
923 3692 765.427 0.987 1.950 0.587 0.990
924 3696 766.377 0.776 2.220 0.906 0.458
925 3700 767.394 0.758 2.162 0.605 0.722
926 3704 768.455 0.874 1.976 0.573 0.718
927 3708 769.397 0.850 2.030 0.646 0.616
928 3712 770.148 0.751 2.147 0.799 0.603
929 3716 771.282 0.906 2.486 0.570 0.770
930 3720 771.999 0.668 2.028 0.831 0.526
931 3724 772.753 0.845 1.889 0.531 0.800
932 3728 773.875 0.838 1.821 0.679 0.588
933 3732 774.518 0.816 1.807 0.617 0.596
934 3736 775.111 0.856 1.842 0.568 0.646
935 3740 775.626 0.866 1.898 0.556 0.656
936 3744 776.647 0.850 1.892 0.599 0.678
937 3748 777.650 0.820 2.045 0.762 0.732
938 3752 778.435 0.831 2.134 0.794 0.688
939 3756 779.139 0.589 1.907 0.882 0.553
940 3760 779.946 0.925 1.778 0.466 0.829
941 3764 780.959 0.816 1.773 0.738 0.567
942 3768 782.006 0.732 1.846 0.669 0.618
943 3772 782.615 0.723 1.729 0.639 0.689
944 3776 783.045 0.881 2.019 0.538 0.744
945 3780 783.622 0.775 1.916 0.725 0.621
946 3784 784.381 0.782 1.913 0.616 0.676
947 3788 785.305 1.010 1.966 0.687 0.785
948 3792 786.449 0.690 2.007 0.826 0.550
949 3796 787.443 0.799 1.980 0.615 0.739
950 3800 788.206 0.823 1.908 0.725 0.676
951 3804 788.991 0.723 1.835 0.778 0.626
952 3808 789.415 0.796 1.915 0.602 0.708
953 3812 789.951 0.937 1.892 0.577 0.650
954 3816 790.705 0.778 1.903 0.682 0.651
955 3820 791.586 0.828 1.945 0.675 0.702
956 3824 792.991 0.873 1.986 0.663 0.683
957 3828 793.989 0.737 1.929 0.801 0.598
958 3832 794.983 0.856 1.874 0.642 0.755
959 3836 796.218 0.777 1.940 0.745 0.644
960 3840 797.444 0.779 1.890 0.665 0.665
961 3844 798.276 0.823 1.978 0.572 0.671
962 3848 799.183 1.046 1.869 0.467 0.686
963 3852 800.000 1.191 2.032 0.693 0.749
964 3856 800.778 0.582 2.010 1.063 0.431
965 3860 801.430 0.835 1.930 0.518 0.911
966 3864 802.086 0.814 2.019 0.742 0.590
967 3868 802.812 0.745 1.855 0.668 0.621
968 3872 803.629 0.767 1.865 0.612 0.655
969 3876 804.501 0.817 1.758 0.562 0.664
970 3880 805.593 0.864 1.717 0.598 0.666
971 3884 806.807 0.995 2.017 0.610 0.715
972 3888 807.847 0.731 2.082 0.847 0.536
973 3892 808.880 0.837 1.976 0.647 0.750
974 3896 809.756 0.806 2.106 0.729 0.640
975 3900 810.604 0.700 1.917 0.705 0.617
976 3904 811.240 0.819 1.842 0.572 0.729
977 3908 812.064 0.786 1.828 0.690 0.658
978 3912 812.635 0.728 1.913 0.680 0.670
979 3916 813.080 0.889 1.915 0.606 0.731
980 3920 813.563 0.775 1.812 0.705 0.606
981 3924 814.016 1.034 1.898 0.688 0.811
982 3928 814.530 0.617 1.874 0.958 0.468
983 3932 815.011 0.698 1.816 0.513 0.814
984 3936 815.789 1.025 1.945 0.480 0.788
985 3940 816.586 0.740 1.961 0.781 0.524
986 3944 817.533 0.908 1.990 0.597 0.840
987 3948 818.593 0.852 2.003 0.777 0.614
988 3952 819.714 0.750 2.068 0.814 0.613
989 3956 820.976 0.695 1.928 0.657 0.671
990 3960 822.259 0.828 1.755 0.556 0.731
991 3964 823.200 0.885 1.863 0.651 0.626
992 3968 823.860 0.789 1.833 0.689 0.574
993 3972 824.729 0.806 1.904 0.607 0.629
994 3976 825.375 0.862 1.868 0.573 0.675
995 3980 826.245 0.757 1.906 0.728 0.592
996 3984 826.985 0.727 1.778 0.652 0.685
997 3988 827.754 0.851 1.750 0.630 0.719
998 3992 828.630 0.734 1.812 0.701 0.608
999 3996 829.859 0.900 1.908 0.535 0.766
1000 4000 830.585 0.757 1.927 0.676 0.584
1001 4004 831.389 1.090 2.101 0.635 0.810
1002 4008 832.348 0.479 1.899 0.985 0.424
1003 4012 833.535 1.164 1.836 0.446 1.080
1004 4016 834.443 0.696 1.818 1.006 0.415
1005 4020 835.241 0.722 1.709 0.568 0.745
1006 4024 836.170 0.794 1.857 0.574 0.703
1007 4028 837.247 0.908 2.007 0.521 0.671
1008 4032 838.282 0.857 1.974 0.611 0.623
1009 4036 839.080 0.900 2.008 0.703 0.749
1010 4040 839.789 0.738 2.073 0.780 0.609
1011 4044 840.580 0.962 1.911 0.627 0.781
1012 4048 841.769 0.640 1.973 0.875 0.524
1013 4052 842.470 0.903 1.984 0.524 0.831
1014 4056 843.165 0.701 1.947 0.869 0.548
1015 4060 843.666 0.837 1.962 0.593 0.752
1016 4064 844.098 0.717 1.883 0.747 0.599
1017 4068 844.522 0.802 1.893 0.584 0.700
1018 4072 844.992 0.789 1.744 0.681 0.659
1019 4076 845.818 0.866 1.872 0.619 0.740
1020 4080 847.063 0.740 1.896 0.720 0.593
1021 4084 848.046 0.769 1.810 0.648 0.725
1022 4088 848.901 0.854 1.988 0.670 0.714
1023 4092 849.926 0.779 1.947 0.693 0.591
1024 4096 850.870 0.874 1.818 0.581 0.640
1025 4100 851.474 0.913 1.927 0.605 0.709
1026 4104 852.016 0.818 1.808 0.789 0.636
1027 4108 852.431 0.739 1.970 0.670 0.687
1028 4112 852.820 0.726 1.995 0.698 0.646
1029 4116 853.417 0.821 1.901 0.638 0.713
1030 4120 854.026 0.771 1.801 0.676 0.635
1031 4124 854.551 0.895 1.961 0.602 0.657
1032 4128 855.229 0.876 1.906 0.696 0.588
1033 4132 855.944 0.875 1.916 0.613 0.691
1034 4136 856.791 0.775 1.938 0.672 0.658
1035 4140 857.699 0.813 1.939 0.648 0.712
1036 4144 858.814 0.750 1.905 0.710 0.668
1037 4148 860.096 0.801 2.054 0.671 0.700
1038 4152 861.103 0.799 1.959 0.676 0.704
1039 4156 862.248 0.808 2.136 0.730 0.669
1040 4160 862.780 0.762 2.034 0.647 0.683
1041 4164 863.339 0.940 2.071 0.682 0.745
1042 4168 864.116 0.717 2.082 0.765 0.579
1043 4172 864.738 0.929 2.049 0.592 0.749
1044 4176 865.518 0.683 1.909 0.775 0.548
1045 4180 866.528 0.859 1.869 0.538 0.757
1046 4184 867.210 0.935 1.914 0.680 0.710
1047 4188 868.095 0.759 2.088 0.787 0.599
1048 4192 868.941 0.653 1.808 0.747 0.615
1049 4196 869.833 0.921 1.858 0.543 0.804
1050 4200 870.791 0.727 1.908 0.760 0.572
1051 4204 871.517 1.040 1.910 0.509 0.805
1052 4208 872.065 0.705 2.012 0.935 0.512
1053 4212 872.841 0.802 2.039 0.567 0.737
1054 4216 873.500 0.864 1.959 0.580 0.662
1055 4220 874.173 1.043 1.786 0.540 0.739
1056 4224 874.799 0.994 2.242 0.780 0.675
1057 4228 875.487 0.559 2.066 0.934 0.489
1058 4232 876.512 0.918 1.873 0.460 0.914
1059 4236 877.631 0.791 1.957 0.755 0.569
1060 4240 878.642 0.719 1.849 0.650 0.636
1061 4244 879.241 0.915 1.862 0.530 0.748
1062 4248 879.725 0.825 1.890 0.731 0.584
1063 4252 880.343 0.865 1.975 0.679 0.673
1064 4256 880.874 0.759 1.857 0.684 0.577
1065 4260 881.605 0.872 1.946 0.583 0.727
1066 4264 882.213 0.736 1.826 0.750 0.579
1067 4268 882.878 0.833 2.017 0.579 0.747
1068 4272 883.703 0.910 1.956 0.578 0.644
1069 4276 884.275 0.743 2.023 0.705 0.601
1070 4280 884.965 1.300 2.075 0.573 0.850
1071 4284 885.919 0.451 1.857 1.121 0.342
1072 4288 886.674 1.222 1.822 0.364 1.200
1073 4292 887.545 0.819 1.904 1.044 0.363
1074 4296 888.714 0.633 1.734 0.618 0.713
1075 4300 889.966 0.875 1.689 0.495 0.812
1076 4304 891.698 0.863 1.836 0.630 0.561
1077 4308 892.395 0.863 1.820 0.538 0.620
1078 4312 892.991 1.283 1.991 0.451 0.794
1079 4316 893.482 0.742 1.953 0.864 0.475
1080 4320 894.215 1.125 2.010 0.550 0.898
1081 4324 894.795 0.686 2.315 0.932 0.427
1082 4328 895.313 1.192 1.982 0.545 1.103
1083 4332 895.953 0.678 1.997 1.158 0.429
1084 4336 896.716 0.816 1.934 0.587 0.694
1085 4340 897.331 1.174 1.895 0.518 0.630
1086 4344 898.070 1.057 1.873 0.663 0.576
1087 4348 898.759 1.072 1.903 0.600 0.439
1088 4352 899.504 1.709 1.989 0.366 0.755
1089 4356 900.167 1.330 2.104 0.763 0.191
1090 4360 900.837 2.005 1.954 0.252 1.202
1091 4364 901.449 1.997 2.309 0.958 0.121
1092 4368 902.226 1.822 2.489 0.308 0.171
1093 4372 903.322 2.314 2.457 0.081 0.302
1094 4376 904.383 3.326 2.330 0.080 0.330
1095 4380 905.523 3.790 2.357 0.118 0.078
1096 4384 906.297 3.728 2.347 0.115 0.044
1097 4388 906.760 3.451 2.325 0.079 0.074
1098 4392 907.391 3.942 2.375 0.061 0.241
1099 4396 908.110 3.646 2.388 0.214 0.043
1100 4400 909.155 3.504 2.413 0.085 0.114
1101 4404 910.241 3.622 2.397 0.057 0.161
1102 4408 911.311 3.971 2.307 0.068 0.050
1103 4412 912.372 3.966 2.281 0.050 0.056
1104 4416 913.100 4.017 2.225 0.044 0.067
1105 4420 913.735 4.226 2.234 0.041 0.082
1106 4424 914.329 4.867 2.167 0.044 0.214
1107 4428 915.120 4.436 2.252 0.207 0.019
1108 4432 915.709 4.787 2.210 0.141 0.352
